record_id,container_path,member_path,nested_depth,size_bytes,compressed_bytes,crc32,sha256,extension,phase,artifact_type,evidence_role,status,duplicate_group
Z001482,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_source/claim_evidence_register.csv,0,4902,2724,73013746,046bbdf4587bacc1ba92e37765c1b81568a3fe30e818e36fda0f6bd760c716b9,csv,pre-rebuild-handoff,evidence-or-decision-ledger,supporting-material,zip-member,D0013
Z001483,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_source/references.bib,0,10382,4009,570f32e9,7c16d11688e54c85b13d8562b8f47c96b5e0dcd9522f4c22363cb4955d691b5a,bib,pre-rebuild-handoff,paper-or-monograph,synthesis-or-claim,zip-member,D0400
Z001484,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/constructive_packet_v1.5_key_files/10_CODEX_BOOTSTRAP_PROMPT.md,0,5788,3331,08720209,e03bacade3ffb6a41efa7df8c70fd02577a769a9b676b8dde89f77df03ec1998,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0761
Z001485,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/constructive_packet_v1.5_key_files/04_FLAGSHIP_CONSTRUCTIVE_RESEARCH_CHARTER.md,0,3994,2213,99ddbb35,6b57460de56446c88337424dcef7ddf3c92cfacc1cc25de64414fd7bba153a98,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0342
Z001486,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/constructive_packet_v1.5_key_files/08_RESEARCH_DECISION_RULES.md,0,2864,1699,75acb2f5,58e3f3b0388155965f33ce6d9ad397479910925ee99e80d87a112a5c8b8182ba,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0288
Z001487,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/constructive_packet_v1.5_key_files/05_LOCAL_RESEARCH_MISSION.md,0,2208,1294,826337e2,e16be9990f1cb806cadeee1c04cd6f069a92199c4825d04b6420388eeb0018e8,md,pre-rebuild-handoff,research-program,supporting-material,zip-member,D0766
Z001488,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/constructive_packet_v1.5_key_files/11_TASK_SELECTION_SCORECARD.md,0,1792,1121,00a24875,b566692a63a78571533e7026d222fe591c0feab753eda98e2b1a22e2e479ae7c,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0595
Z001489,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/constructive_packet_v1.5_key_files/01_CURRENT_SYSTEM_v0.7.2.md,0,5797,3241,c4e1780e,1e62ea94fa0a752e253964d95e7f3ba41eb2c7347764623cf9849c358da4ce7a,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0105
Z001490,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/constructive_packet_v1.5_key_files/02_DYNAMIC_RESEARCH_MAP.md,0,3149,1883,c317172e,e1e2883a5c98fff4fb2b91dbe291de234e4341463c383c68073d028312a27647,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0768
Z001491,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/constructive_packet_v1.5_key_files/07_EVIDENCE_AND_CAUSALITY_CONTRACT.md,0,2915,1756,e20f101c,765630906897d4748dec197b84af5a604778b381b9f89b9af1d1a59399cd3076,md,pre-rebuild-handoff,evidence-or-decision-ledger,supporting-material,zip-member,D0380
Z001492,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/constructive_packet_v1.5_key_files/03_DESIGN_GAP_DECISION_MAP.md,0,2696,1642,dae069b0,1f01c9e62668b528bcc565ac56dc1347434d3e32681a585751b86b491c6d120f,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0107
Z001493,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/ΘÇÜτê╗_A2A_τ╗ƒΣ╕ÇΦ«║µûç_Σ╗ÄΣ╕╗µ¥âΣ╕ûτòîσê░σà▒σÉîτÄ░σ«₧.docx,0,1299122,1297646,2ed3c568,ca7a4e5a7f1d6e59d5b4206c7ff9a8c9a5b21f3205f93ade532fa954b3e17edb,docx,pre-rebuild-handoff,rendered-document,supporting-material,zip-member,D0678
Z001494,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/figures/fig2_planes.png,0,273528,253015,7963bcae,d8a1bca3d862043acb13f075268df5dbab45cdc19fe5ca16b26d0c43d3ac2d5b,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0733
Z001495,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/figures/fig6_protocol_stack.png,0,223285,208178,09f56b5e,25673f82d2833ab179acd2cbfd66b1554f8f8cdbb65d4669c6b7361c33403d01,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0129
Z001496,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/figures/fig3_formation_loop.png,0,162754,152541,83e57de8,d78143d35156b1e07ee72da396de20ad31e841777e09deaacbd532d6fbf83049,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0724
Z001497,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/figures/fig7_evidence_ladder.png,0,99079,94762,3c4530ce,cf1112d4444d1b10115fb166bcd56c719d32491a177afe74353884d49a3fc7a3,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0695
Z001498,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/figures/fig1_problem_stack.png,0,211092,199823,b0f57d1f,5c4e3978b1c71e947ac70c40df82cba0a713daf5e7a28b7cec4dce7ba345f381,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0300
Z001499,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/figures/fig4_collapse_boundary.png,0,217448,201550,89a4373b,fe9cab2758de1f712baf76aeeeb8ce3ba6d0c5af95badbf12a0b0417f9dd5841,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0858
Z001500,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/figures/fig5_two_regime.png,0,134202,128208,24c1bc28,35b63769e84474bc0fb7b924a0960c178c642bbdd908757d40d209bf1cbdb865,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0168
Z001501,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/main.md,0,55720,24232,0358c3a9,dd21711e325de293fa5197e97e8c9dd40b1d6167fb766e6f03d58823874cf3bd,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0752
Z001502,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/concept_decision_ledger.csv,0,5955,3330,f1cd32cd,196bbb51399a709f8368efb7e96fd417f8844a15cca810bfc8b3e6b8d8764557,csv,pre-rebuild-handoff,evidence-or-decision-ledger,supporting-material,zip-member,D0083
Z001503,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/QA_REPORT.md,0,1058,738,46f3e815,c2b89f15399bfb080c5d2981547bad08db24fddc60bdd40161385c919cbde1d7,md,pre-rebuild-handoff,qa-or-test,implementation-assurance,zip-member,D0646
Z001504,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/README.md,0,1146,751,e1158c6c,e2f067f78c3cfb264d1e0477ba174c48e887ef70cbb4ae02641d4c0a88baeaea,md,pre-rebuild-handoff,orientation,supporting-material,zip-member,D0774
Z001505,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/ΘÇÜτê╗_A2A_τ╗ƒΣ╕ÇΦ«║µûç_Σ╗ÄΣ╕╗µ¥âΣ╕ûτòîσê░σà▒σÉîτÄ░σ«₧.pdf,0,1724843,1649478,d63c71ea,48880b515f120adbf45284fb0d40a98a9748e737003da3f7276aaad371fd3287,pdf,pre-rebuild-handoff,rendered-document,supporting-material,zip-member,D0229
Z001506,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/CHECKSUMS.sha256,0,1456,878,b0448c36,15c938c845f6fb4c22e7b364eac10e381f41461553d50466f18f92db2d7b0aa6,sha256,pre-rebuild-handoff,integrity-metadata,provenance-or-integrity,zip-member,D0072
Z001507,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/claim_evidence_register.csv,0,4902,2724,73013746,046bbdf4587bacc1ba92e37765c1b81568a3fe30e818e36fda0f6bd760c716b9,csv,pre-rebuild-handoff,evidence-or-decision-ledger,supporting-material,zip-member,D0013
Z001508,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/references.bib,0,10382,4009,570f32e9,7c16d11688e54c85b13d8562b8f47c96b5e0dcd9522f4c22363cb4955d691b5a,bib,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0400
Z001509,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig7_evidence_ladder.svg,0,4612,1454,062b1040,976087565c28a81198ada427c0ee03883dd476b098a521d360b37a05acbc0546,svg,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z001510,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig1_problem_stack.dot,0,1367,792,41cd1c15,a405f790c0a1f7fe240608f17457a007713b07f89553dcea55a6588c0e1ba50a,dot,pre-rebuild-handoff,paper-or-monograph,synthesis-or-claim,zip-member,
Z001511,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig2_planes.png,0,273528,253015,7963bcae,d8a1bca3d862043acb13f075268df5dbab45cdc19fe5ca16b26d0c43d3ac2d5b,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0733
Z001512,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig6_protocol_stack.png,0,223285,208178,09f56b5e,25673f82d2833ab179acd2cbfd66b1554f8f8cdbb65d4669c6b7361c33403d01,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0129
Z001513,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig2_planes.svg,0,19761,4670,2451f8ed,9dadb68759e95f6c845762b3e9b1ca6ed3dc1590b25eb11fe80f71b74e86180e,svg,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z001514,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig3_formation_loop.png,0,162754,152541,83e57de8,d78143d35156b1e07ee72da396de20ad31e841777e09deaacbd532d6fbf83049,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0724
Z001515,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig7_evidence_ladder.png,0,99079,94762,3c4530ce,cf1112d4444d1b10115fb166bcd56c719d32491a177afe74353884d49a3fc7a3,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0695
Z001516,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig1_problem_stack.png,0,211092,199823,b0f57d1f,5c4e3978b1c71e947ac70c40df82cba0a713daf5e7a28b7cec4dce7ba345f381,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0300
Z001517,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig4_collapse_boundary.png,0,217448,201550,89a4373b,fe9cab2758de1f712baf76aeeeb8ce3ba6d0c5af95badbf12a0b0417f9dd5841,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0858
Z001518,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig3_formation_loop.svg,0,7527,2311,e44a7d70,7ee0c95d878446ca222d96e3636ff126374f6ae00e73330206e326293080ded9,svg,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z001519,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig5_two_regime.dot,0,991,673,7027e942,f1ea42fcb7019704f6b043d466221cc98796f46b1664c2b619ff734183ed2343,dot,pre-rebuild-handoff,paper-or-monograph,synthesis-or-claim,zip-member,
Z001520,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig6_protocol_stack.dot,0,1310,810,dcafed0c,40dee68e80b0fbf0f5ab14aabafec3c162a911e729f744c5171b242a4a5cc955,dot,pre-rebuild-handoff,specification-or-protocol,supporting-material,zip-member,
Z001521,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig3_formation_loop.dot,0,1144,720,026420e1,09a3d2604b1149257be82b7378f8dab30f4d3c09b6ba4faa5f91ebbd12435b66,dot,pre-rebuild-handoff,paper-or-monograph,synthesis-or-claim,zip-member,
Z001522,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig7_evidence_ladder.dot,0,915,605,363a809f,8137d0cb8c7ead4e10c04ba709298fa13c72f770ec0de366aff4c398cac4ecdb,dot,pre-rebuild-handoff,evidence-or-decision-ledger,supporting-material,zip-member,
Z001523,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig1_problem_stack.svg,0,9115,2627,5e61c2d8,f53f37f14607321bef1f61f1e1224d9763726f0cc1dfbe2c79bf37621e79eb7f,svg,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z001524,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig2_planes.dot,0,2269,864,64d9b457,8029f694a19a07a81becd92dc6790b06fce96875d0381913f3ce214166205401,dot,pre-rebuild-handoff,paper-or-monograph,synthesis-or-claim,zip-member,
Z001525,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig6_protocol_stack.svg,0,6520,2189,cf6d206b,b00796a90e6c77713ea4ecdca7373aec2e5e3dfc03305482eafc2e7331e5cd59,svg,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z001526,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig4_collapse_boundary.svg,0,7537,2225,dbe834fc,6c346de3ebc853437238d4f6eb9ddae9494cd0a07d7e3740fd967b265d65389c,svg,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z001527,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig5_two_regime.svg,0,5278,1811,8857a1b9,b37736bcd9b34cb02268917723e342c96ec3bb59c2202a4dbcd310570934ffea,svg,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,
Z001528,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig4_collapse_boundary.dot,0,1220,685,3aca5577,ca34097389f553a05db1a82ea8409a70534e6db47d5fc3fb9da5374d46c68eb8,dot,pre-rebuild-handoff,paper-or-monograph,synthesis-or-claim,zip-member,
Z001529,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_figures/fig5_two_regime.png,0,134202,128208,24c1bc28,35b63769e84474bc0fb7b924a0960c178c642bbdd908757d40d209bf1cbdb865,png,pre-rebuild-handoff,figure-or-render,supporting-material,zip-member,D0168
Z001530,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/r5_4_extracted/return-packet/CORE_A2A_EXPERIMENT.md,0,4255,1989,03cd35d1,c39b566e7014c1e37968cd99ae446139966df056d6d57dd9069e9e5e40eccff0,md,pre-rebuild-handoff,experiment-or-result,mechanism-test-or-result,zip-member,D0655
Z001531,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/r5_4_extracted/return-packet/ARCHITECTURE_AND_NET_VALUE.md,0,3212,1600,78ec852d,d740400b255b5eb27f417ae592144cd4a67d28830af5bebe4b80745535808109,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0722
Z001532,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/r5_4_extracted/return-packet/DECISION_LOG.md,0,5738,2644,fe09d077,4745826513f915518aafe860de08c542ec31840bde458aa7a690aa312351aded,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0222
Z001533,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/r5_4_extracted/return-packet/FORMATION_CAUSALITY.md,0,3082,1470,49a8a1e9,882d3eedfa83a49040bc9130bac836230fbff23daf9669530537516750785751,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0451
Z001534,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/r5_4_extracted/return-packet/experiments/r5-4-run-001-source-identity/hypothesis.md,0,2059,1078,b2131495,de5e75bba90c66fac91152a65b53b3758db6b3b021032cf86e059073cf52480e,md,pre-rebuild-handoff,experiment-or-result,mechanism-test-or-result,zip-member,D0757
Z001535,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/r5_4_extracted/return-packet/experiments/r5-4-run-001-source-identity/preregistration.json,0,5095,2160,350624c2,ba9720027f5d95344e553edfb79c0260a0f625fbd430cadbdb8d9b565df817ec,json,pre-rebuild-handoff,experiment-or-result,mechanism-test-or-result,zip-member,D0613
Z001536,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/r5_4_extracted/return-packet/experiments/r5-4-run-001-source-identity/transcripts/a2a/round6_b/parsed.json,0,13351,3060,d808ddbc,d28d6ec13e885c7a8a3dc213160fddda5ad8aae44f8dbf82ed51d8e54c310607,json,pre-rebuild-handoff,experiment-or-result,mechanism-test-or-result,zip-member,D0707
Z001537,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/code_changes/source-or-patch/changes.patch,0,5867,2223,585dd9fb,94a49fbb4c6eb260d12cba8ef5d2de09fd0ec7a80b34e1ca79446c8e05ee9ea2,patch,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0490
Z001538,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/code_changes/source-or-patch/harness/tests/unit/test_bg_worktree_poller.py,0,9853,2263,19f4bf5a,dfee04276d01710a7236a16d87ac3e5b0ccdd3f0d61b71503d5041a67cc23816,py,pre-rebuild-handoff,qa-or-test,implementation-assurance,zip-member,D0760
Z001539,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/code_changes/source-or-patch/harness/src/towow/l2/bg_worktree_poller.py,0,8016,3192,5a7d8d8e,7068da03eb1021748cddd44b9dff4aff50e92c115517e91780b7bfbbc1f11c89,py,pre-rebuild-handoff,instrument-or-code,supporting-material,zip-member,D0362
Z001540,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/code_changes/ROLLBACK.md,0,485,306,754a1000,86a87dea55e90eba252ec5a0a5416339348a44c42154698969764cb1be28d1b0,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0441
Z001541,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/code_changes/TEST_RESULTS.md,0,1222,542,06db06db,c2db72894222b2bc81247ef3c334b53462408bf5339dbeec781eccd99d4e3294,md,pre-rebuild-handoff,qa-or-test,implementation-assurance,zip-member,D0648
Z001542,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/code_changes/FILE_MAP.md,0,591,390,523dc1ea,45a3d226693daa8ce0aeeeb60371bc4067d30b359fb02fc43e857579c0dbe834,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0212
Z001543,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/CURRENT_SYSTEM_PATCH.md,0,2556,1283,f92ba5a8,37b396f539402433b0e5f2ad8f537cb44265b220d5d41e885de1b6935cde1012,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0175
Z001544,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/NEXT_RESEARCH_ACTIONS.md,0,1215,686,4cafa33d,aa197408615fdb0141a56acabc88b90975229d7d44b850bacba3a4e2909b59d7,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0562
Z001545,02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip,Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/failures/KNOWN_FAILURES.md,0,1060,566,ff181e38,56d456767b2ab78bd4f46d9ea3539c4cacaed34712f34a41a7307eaf8ee58dc3,md,pre-rebuild-handoff,text-source,supporting-material,zip-member,D0280
