record_id,source_path,source_sha256,heading_level,heading,line_start,line_end,phase,artifact_type
S001234,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,L7　演化与编译世界,593,596,v1.1-executable-closure,paper-or-monograph
S001235,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,6.3 第二维：五种贯穿语义,597,610,v1.1-executable-closure,paper-or-monograph
S001236,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,6.4 第三维：成熟度与保证等级,611,641,v1.1-executable-closure,paper-or-monograph
S001237,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,6.5 三维模型的工程含义,642,653,v1.1-executable-closure,paper-or-monograph
S001238,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,1,7　从搜索到行动构成：Coordination Schema、SJAC 与 JAA,654,795,v1.1-executable-closure,paper-or-monograph
S001239,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,7.1 搜索范式的四个隐含假设,656,668,v1.1-executable-closure,paper-or-monograph
S001240,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,7.2 高阶互补与超边,669,678,v1.1-executable-closure,paper-or-monograph
S001241,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,7.3 Coordination Schema,679,698,v1.1-executable-closure,paper-or-monograph
S001242,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,7.4 Institutional Frame 与 Relation-specific Version,699,712,v1.1-executable-closure,paper-or-monograph
S001243,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,7.5 Material change,713,737,v1.1-executable-closure,paper-or-monograph
S001244,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,7.6 SJAC：主权联合行动构成,738,754,v1.1-executable-closure,paper-or-monograph
S001245,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,7.7 JAA：版本化共同协调介质,755,769,v1.1-executable-closure,paper-or-monograph
S001246,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,7.8 三个嵌套循环,770,789,v1.1-executable-closure,paper-or-monograph
S001247,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,语义构成循环,774,777,v1.1-executable-closure,paper-or-monograph
S001248,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,可行域发现循环,778,781,v1.1-executable-closure,paper-or-monograph
S001249,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,规范闭合循环,782,789,v1.1-executable-closure,paper-or-monograph
S001250,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,7.9 过程完备而非检索完备,790,795,v1.1-executable-closure,paper-or-monograph
S001251,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,1,8　可能性形成：把“做不了”转化为可构造缺口,796,960,v1.1-executable-closure,paper-or-monograph
S001252,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,8.1 合格联合行动空间,798,825,v1.1-executable-closure,paper-or-monograph
S001253,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,8.2 Unknown 的机制分类,826,842,v1.1-executable-closure,paper-or-monograph
S001254,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,8.3 形成算子,843,869,v1.1-executable-closure,paper-or-monograph
S001255,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,8.4 PFE：可能性形成引擎,870,895,v1.1-executable-closure,paper-or-monograph
S001256,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,8.5 ECVI：净协调价值信息,896,908,v1.1-executable-closure,paper-or-monograph
S001257,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,8.6 反例驱动形成循环,909,931,v1.1-executable-closure,paper-or-monograph
S001258,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,8.7 Preference formation 与模型投射风险,932,945,v1.1-executable-closure,paper-or-monograph
S001259,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,8.8 停止条件,946,960,v1.1-executable-closure,paper-or-monograph
S001260,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,1,9　能力兑现与保障：一次成功不等于可承诺能力,961,1057,v1.1-executable-closure,paper-or-monograph
S001261,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,9.1 Capability 是条件性可达性,963,982,v1.1-executable-closure,paper-or-monograph
S001262,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,9.2 可能性、一次成功与能力合同,983,995,v1.1-executable-closure,paper-or-monograph
S001263,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,9.3 CRA：能力兑现与保障循环,996,1009,v1.1-executable-closure,paper-or-monograph
S001264,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,9.4 AssuranceCase,1010,1027,v1.1-executable-closure,paper-or-monograph
S001265,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,9.5 概率、校准和选择性执行,1028,1047,v1.1-executable-closure,paper-or-monograph
S001266,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,9.6 Capability Envelope 与系统旁路,1048,1053,v1.1-executable-closure,paper-or-monograph
S001267,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,9.7 能力资格化的失败不是坏结果,1054,1057,v1.1-executable-closure,paper-or-monograph
S001268,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,1,10　权威、认领、承诺与资源预留,1058,1187,v1.1-executable-closure,paper-or-monograph
S001269,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,10.1 概率智能与制度权威正交,1060,1070,v1.1-executable-closure,paper-or-monograph
S001270,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,10.2 Recognition 不是按钮文案,1071,1084,v1.1-executable-closure,paper-or-monograph
S001271,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,10.3 Stance 与 Commitment,1085,1113,v1.1-executable-closure,paper-or-monograph
S001272,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,10.4 Countercondition 与拒绝权,1114,1126,v1.1-executable-closure,paper-or-monograph
S001273,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,10.5 Standing：能提出 material challenge，不等于能签字,1127,1142,v1.1-executable-closure,paper-or-monograph
S001274,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,10.6 资源预留与并发承诺,1143,1154,v1.1-executable-closure,paper-or-monograph
S001275,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,10.7 数据与派生权利,1155,1166,v1.1-executable-closure,paper-or-monograph
S001276,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,10.8 规范生命周期,1167,1187,v1.1-executable-closure,paper-or-monograph
S001277,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,1,11　从 Operation 到现实：Effect、Adoption、Acceptance 与 Settlement,1188,1316,v1.1-executable-closure,paper-or-monograph
S001278,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,11.1 为什么执行成功不是现实完成,1190,1193,v1.1-executable-closure,paper-or-monograph
S001279,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,11.2 Operation 与 ActionAttempt,1194,1217,v1.1-executable-closure,paper-or-monograph
S001280,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,11.3 Effect,1218,1244,v1.1-executable-closure,paper-or-monograph
S001281,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,11.4 Verification、Adoption 与 Acceptance,1245,1260,v1.1-executable-closure,paper-or-monograph
S001282,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,11.5 Evidence Closure,1261,1273,v1.1-executable-closure,paper-or-monograph
S001283,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,11.6 Claim-specific WitnessPolicy,1274,1288,v1.1-executable-closure,paper-or-monograph
S001284,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,11.7 争议、补救与 Settlement,1289,1301,v1.1-executable-closure,paper-or-monograph
S001285,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,11.8 跨域效力状态机,1302,1316,v1.1-executable-closure,paper-or-monograph
S001286,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,1,12　形成期与编译运行期：局部稳定、局部重开,1317,1410,v1.1-executable-closure,paper-or-monograph
S001287,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,12.1 两种控制制度,1319,1329,v1.1-executable-closure,paper-or-monograph
S001288,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,12.2 五维稳定向量,1330,1347,v1.1-executable-closure,paper-or-monograph
S001289,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,12.3 Compile readiness,1348,1363,v1.1-executable-closure,paper-or-monograph
S001290,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,12.4 Compiled World,1364,1377,v1.1-executable-closure,paper-or-monograph
S001291,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,12.5 Defeater 类型,1378,1388,v1.1-executable-closure,paper-or-monograph
S001292,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,12.6 依赖闭包重开,1389,1398,v1.1-executable-closure,paper-or-monograph
S001293,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,12.7 运行中的局部形成,1399,1410,v1.1-executable-closure,paper-or-monograph
S001294,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,1,13　多机制协调：中心化、A2A 与人类判断的组合器,1411,1550,v1.1-executable-closure,paper-or-monograph
S001295,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,13.1 反对中心化/去中心化二分,1413,1418,v1.1-executable-closure,paper-or-monograph
S001296,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,13.2 八类机制,1419,1433,v1.1-executable-closure,paper-or-monograph
S001297,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,13.3 CollapseSafe,1434,1457,v1.1-executable-closure,paper-or-monograph
S001298,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,13.4 Router 输入,1458,1483,v1.1-executable-closure,paper-or-monograph
S001299,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,13.5 组合示例,1484,1505,v1.1-executable-closure,paper-or-monograph
S001300,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,13.6 自动涌现的边界,1506,1518,v1.1-executable-closure,paper-or-monograph
S001301,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,13.7 真实优化目标：更快到达真实处置,1519,1550,v1.1-executable-closure,paper-or-monograph
S001302,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,1,14　面向超级个体与 OPC 的主权代理操作系统,1551,1692,v1.1-executable-closure,paper-or-monograph
S001303,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,14.1 OPC 不是缩小版企业,1553,1563,v1.1-executable-closure,paper-or-monograph
S001304,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,14.2 OPC Operating Envelope,1564,1587,v1.1-executable-closure,paper-or-monograph
S001305,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,2,14.3 十二阶段操作模型,1588,1641,v1.1-executable-closure,paper-or-monograph
S001306,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,阶段 0　身份与权威根,1592,1595,v1.1-executable-closure,paper-or-monograph
S001307,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,阶段 1　Mandate 与策略编译,1596,1599,v1.1-executable-closure,paper-or-monograph
S001308,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,阶段 2　本地世界编译,1600,1603,v1.1-executable-closure,paper-or-monograph
S001309,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,阶段 3　机会发现与问题构成,1604,1607,v1.1-executable-closure,paper-or-monograph
S001310,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,阶段 4　协调机制选择,1608,1611,v1.1-executable-closure,paper-or-monograph
S001311,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,阶段 5　关系形成与现实 probe,1612,1615,v1.1-executable-closure,paper-or-monograph
S001312,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,阶段 6　能力、工具与资源组装,1616,1619,v1.1-executable-closure,paper-or-monograph
S001313,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,阶段 7　认领、承诺与资源预留,1620,1623,v1.1-executable-closure,paper-or-monograph
S001314,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,阶段 8　Operation 与目标世界 Effect,1624,1627,v1.1-executable-closure,paper-or-monograph
S001315,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,阶段 9　Adoption、Acceptance 与 Settlement,1628,1631,v1.1-executable-closure,paper-or-monograph
S001316,02_WORKSPACE_SNAPSHOT/Towow_R8_OPC_Constructive_Closure_v1.1/paper/通爻_主权智能主体共同现实形成_正式论文_v1.1.md,42b3c6fa1da3a56ce07a20be6283d1efcfa4b15e9069b84d0634934067f86b6c,3,阶段 10　数据派生、记忆与学习,1632,1635,v1.1-executable-closure,paper-or-monograph
