duplicate_group,sha256,copy_count,members
D0356,6f2c44de8b7f74951d433d2244b53d86b97d2d7ca4a2e18794f1c1f2591ac0ed,2,Z001241:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/01_METHOD_CORE/capability_model.md || Z002039:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/01_METHOD_CORE/capability_model.md
D0357,6f3d2927c0eb8412ae0e12db811cdfe0e21339356e83d9a12fada1a75fb370f6,2,Z000097:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/01_CURRENT_RESEARCH_STATE.md || Z000345:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/01_CURRENT_RESEARCH_STATE.md
D0358,6fe98a25e40d6ee7c5005f8ceea5d576419d31403f14ba9f2b04006c0f95e49f,3,Z001403:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/13_ARCHIVE/v0.1/expanded/PRSE-OS_v0.1/09_language/translation_registry.example.yaml || Z001838:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.1/PRSE-OS_v0.1_µû╣µ│òΦ«║Φ┐ÉΦíîσîà.zip!/PRSE-OS_v0.1/09_language/translation_registry.example.yaml || Z001859:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.1/expanded/PRSE-OS_v0.1/09_language/translation_registry.example.yaml
D0359,6ffc155ddb5d5cff222b050a77bd65d8193dbff6c598c29f537316feb8cff54f,3,Z000108:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/archival_cases/microsoft_linkedin/CASE_REPORT.md || Z000359:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/archival_cases/microsoft_linkedin/CASE_REPORT.md || Z000681:02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip!/Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/microsoft_linkedin/CASE_REPORT.md
D0360,703cea1d884b0ecd932cb7071da4b7f0872970ba99ff2c09dad0687823bca2c1,2,Z000141:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/experiments/R7P_public_trace_pilot/coded_events.jsonl || Z000393:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/experiments/R7P_public_trace_pilot/coded_events.jsonl
D0361,704056ab12a52a1a941fd543cb0207a1117d3fb8884a0428a7c7ccce5feb946e,2,Z001448:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/14_PROJECT_TEMPLATE/constitution/spec_nodes.yaml || Z001794:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/14_PROJECT_TEMPLATE/constitution/spec_nodes.yaml
D0362,7068da03eb1021748cddd44b9dff4aff50e92c115517e91780b7bfbbc1f11c89,2,Z001184:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1.zip!/return-packet/code_changes/source-or-patch/harness/src/towow/l2/bg_worktree_poller.py || Z001539:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/code_changes/source-or-patch/harness/src/towow/l2/bg_worktree_poller.py
D0363,709da0478c07557967aa7d0408dbd4637b5c52197111b883f3f8342d81f28a1f,2,Z001154:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1.zip!/return-packet/experiments/r5-2-run-002-capability-holdout/traces/cap-test-03-fork-timeout-retry.json || Z001593:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/experiments/r5-2-run-002-capability-holdout/traces/cap-test-03-fork-timeout-retry.json
D0364,7172210516127e22882e9b4866738768305363d1c5977b1952dd4a071d8480f7,2,Z001261:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/03_HARNESS_ADAPTER/adapter.contract.schema.json || Z002032:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/03_HARNESS_ADAPTER/adapter.contract.schema.json
D0365,717c46bf3178bdecf1fc807541b2b14e3d7865eac60801b17ad008e7af84498f,2,Z001321:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/07_ARTIFACTS/templates/ClosedLoopCard.md || Z001972:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/07_ARTIFACTS/templates/ClosedLoopCard.md
D0366,7214272319c0329ad2e0e10f0a7fcbe8bd71a00a0ca486790b0dbf9afa92eb16,2,Z001018:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/experiments/r5-run-004-sovereign-workspace/outputs/tampered_public/verdict.sig || Z002306:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/experiments/r5-run-004-sovereign-workspace/outputs/tampered_public/verdict.sig
D0367,7221a0e5e12d36620be648114076c3d636a8897c2fc52c98c64b1830a3bb1a87,2,Z000848:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/experiments/r5-run-001-evidence-reachability/costs.json || Z002264:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/experiments/r5-run-001-evidence-reachability/costs.json
D0368,72361a42bee30abb4cc2c72cca5bc65f1b4f4adecdcff715f2db795c7b2e4f11,2,Z001259:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/02_DESIGN_PROCESS/09_conversation_reconstruction.md || Z001789:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/02_DESIGN_PROCESS/09_conversation_reconstruction.md
D0369,729e440bb444e104b31ae0e45c6ecc67f41d29039b5b6fefbac4bc83d40c6013,2,Z000809:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Flowness-Harness-Cognitive-Engineering-v0.1(1).zip!/Flowness-Harness-Cognitive-Engineering-v0.1/appendices/B-Φ«╛Φ«íΦ»äσ«íµö╗σç╗µëïσåî.md || Z002447:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/appendices/B-Φ«╛Φ«íΦ»äσ«íµö╗σç╗µëïσåî.md
D0370,72b2c3a4ccb709921f0b1227c7993913ec477ca514d347a75e1c486c821005e5,2,Z001373:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/13_ARCHIVE/README.md || Z001888:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/README.md
D0371,735af1e77021113c2d3265cd6a3c66159fa49ab68358607c4722f65d9d671fa4,2,Z002514:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/handoff/ΘÇÜτê╗_A2A_τáöτ⌐╢Σ║ñµÄÑµëïσåî_v1.0.pdf || Z002614:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/qa/handoff_docx_render/Towow_A2A_Research_Handoff_Manual_v1.0.pdf
D0372,739a350f7ffdb7e9785330a496754accae28403d154311ebf7cbbf77183eb979,2,Z000117:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/cases/02_Amazon_iRobot.md || Z000368:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/cases/02_Amazon_iRobot.md
D0373,73aabc4d2e8cc5a400f500e0605da71caee19d6c98eb14b931d21d782abf4a3e,2,Z000142:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/experiments/R7P_public_trace_pilot/results.json || Z000394:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/experiments/R7P_public_trace_pilot/results.json
D0374,742e91db4bf9e6310d73bbb24ee62ad5ac1d3b7cb3e91d454c4e9403e41d0d87,2,Z001249:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/01_METHOD_CORE/spec-node.schema.json || Z002038:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/01_METHOD_CORE/spec-node.schema.json
D0375,74b22dd9cb42518c2a08df8d3dc4949dc139f4cffad9506824d900d8e82df6b7,2,Z000297:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/qa/run_v05_qa.py || Z000611:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/qa/run_v05_qa.py
D0376,7570a16909796c450c82db9652fa8eeadb89fa0bd2b10c41ab538d730ee17a46,3,Z000275:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/public_evidence/source_cache/open_banking_jroc_2023.pdf || Z000579:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/public_evidence/source_cache/open_banking_jroc_2023.pdf || Z000693:02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip!/Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/open_banking_jroc_2023.pdf
D0377,75e19c2000a2ee87d8d9cfb27ff25e14ba24e70eda04289533dfe9df94318dd8,3,Z001219:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5.zip!/towow_a2a_r5_constructive_packet_v1.5/12_RESEARCH_REFERENCES.md || Z001683:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/R5C-RETURN-001/R5C-RETURN-001/INPUTS/12_RESEARCH_REFERENCES.md || Z002504:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/12_RESEARCH_REFERENCES.md
D0378,76128a8e2778aeb28c19a40f170279cc7d36df1cc0a4704a52ffef5290813a25,2,Z000799:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Flowness-Harness-Cognitive-Engineering-v0.1(1).zip!/Flowness-Harness-Cognitive-Engineering-v0.1/schemas/validators-catalog.yaml || Z002440:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/schemas/validators-catalog.yaml
D0379,762e1acd1453b632c70fc184c6c013cac39b18186cdd0ed8b0bdb136f3b50bdb,3,Z000154:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/instrument/archival_coder/output/summary.json || Z000439:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/instrument/archival_coder/output/summary.json || Z000703:02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip!/Towow_A2A_Public_Evidence_Pack_v0.6/instrument/archival_coder/output/summary.json
D0380,765630906897d4748dec197b84af5a604778b381b9f89b9af1d1a59399cd3076,5,Z001221:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5.zip!/towow_a2a_r5_constructive_packet_v1.5/07_EVIDENCE_AND_CAUSALITY_CONTRACT.md || Z001491:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/constructive_packet_v1.5_key_files/07_EVIDENCE_AND_CAUSALITY_CONTRACT.md || Z001677:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/R5C-RETURN-001/R5C-RETURN-001/INPUTS/07_EVIDENCE_AND_CAUSALITY_CONTRACT.md || Z002499:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/07_EVIDENCE_AND_CAUSALITY_CONTRACT.md || Z002537:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/core_sources/σ╗║Φ«╛µÇºµùùΦê░Σ╗╗σèíσîà_v1.5_σà│Θö«µûçµíú/07_EVIDENCE_AND_CAUSALITY_CONTRACT.md
D0381,769ccfc07be67e0463142e82c88e0689194bc87737b40c4bf304a6b20a7551d2,3,Z000110:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/archival_cases/sgma_coordination/CASE_REPORT.md || Z000361:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/archival_cases/sgma_coordination/CASE_REPORT.md || Z000683:02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip!/Towow_A2A_Public_Evidence_Pack_v0.6/archival_cases/sgma_coordination/CASE_REPORT.md
D0382,76aa3b58148d89cc797ae408eba304f008308b708476e2db124fcf4e5d1c7a2e,2,Z000298:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/qa/v0.5_qa.log || Z000612:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/qa/v0.5_qa.log
D0383,76bc5d0fb8bd12da3f02ffd914379b218f21760e86b3a2432676f1157c430c0e,2,Z001248:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/01_METHOD_CORE/normative_keywords.yaml || Z002042:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/01_METHOD_CORE/normative_keywords.yaml
D0384,76dd61815956e1ba538d730ab23d90344b941dfcde52d03f9b45b0316a6ba53f,2,Z000132:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/evidence/public_archival_claim_ledger.json || Z000383:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/evidence/public_archival_claim_ledger.json
D0385,7700528e85aea0b1caa2674e76d53594f8077798a6d88fab56554ed126ff980e,2,Z000333:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/theory/03_最小本体与概念收敛_v0.5.md || Z000651:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/theory/03_最小本体与概念收敛_v0.5.md
D0386,77615ccea57e4123344aeb43229b7797db95e94e2f13ae4b67f8dd5ae97e35e1,3,Z000273:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/public_evidence/source_cache/crossrail_sponsorship_lessons_2024.pdf || Z000577:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/public_evidence/source_cache/crossrail_sponsorship_lessons_2024.pdf || Z000691:02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip!/Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/crossrail_sponsorship_lessons_2024.pdf
D0387,776273f0b2f7d114897c4e3a78ba9c26275edcf31c2007f581be1e60b7979aea,2,Z001308:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/06_VALIDATORS/cards/semantic_consistency.validator.yaml || Z001772:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/06_VALIDATORS/cards/semantic_consistency.validator.yaml
D0388,77dc668476a654cb770e8696dd520394be693b9b95b205b913f8d1bdf3682ced,2,Z000225:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/public_evidence/archival_contrast/cases/PEA-01.md || Z000529:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/public_evidence/archival_contrast/cases/PEA-01.md
D0389,785a235742c778d23c6ca2db5406c50d76e8b62d886456da58e4fece7640a489,2,Z000822:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Flowness-Harness-Cognitive-Engineering-v0.1(1).zip!/Flowness-Harness-Cognitive-Engineering-v0.1/02-Θù«Θóÿσ╗║µ¿íΣ╕ÄΘççΦ«┐τ│╗τ╗ƒΦºäΦîâ.md || Z002431:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/02-Θù«Θóÿσ╗║µ¿íΣ╕ÄΘççΦ«┐τ│╗τ╗ƒΦºäΦîâ.md
D0390,786971e0213205cedd02594f2069b727c82a52ec235c8ab049b0065eb2143bbb,3,Z000274:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/public_evidence/source_cache/crossrail_system_integration_plan.pdf || Z000578:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/public_evidence/source_cache/crossrail_system_integration_plan.pdf || Z000692:02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip!/Towow_A2A_Public_Evidence_Pack_v0.6/public_evidence/source_cache/crossrail_system_integration_plan.pdf
